Brand,brand_type,Platform,Post ID/URL,Post Date/Time,User Handle,User Type,Post Text/Caption,Post Type,Media Type,Mentions Type,Hashtags Used,Engagement - Likes,Engagement - Comments,Engagement - Shares/Retweets,Views (Video),Common Keywords,Region,Language,Top Theme Tags,Campaign Tag,Image/Video URL
morrisons,,Twitter,https://x.com/Morrisons/status/1386694664347078656,2021-04-26T14:52:26.000Z,Morrisons,,"If you’re struggling for sanitary products, you can head to our Customer Service Desk at any of our stores and ask for a package for Sandy. Our colleague will give you a discreet envelope with what you need, for free, no questions asked. 

#letsendperiodpoverty",,Text,,['letsendperiodpoverty'],455,0,286,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1414347212998459393,2021-07-11T22:13:47.000Z,Morrisons,,We’re so proud of the England team right now 🏴󠁧󠁢󠁥󠁮󠁧󠁿- you gave the nation hope when we needed it most ❤️ History has been made… Bring on the #WorldCup 💪⚽️,,Text,,['WorldCup'],385,15,39,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1362326040958427138,2021-02-18T09:00:13.000Z,Morrisons,,McGregor's Proper 12 whiskey launches in UK with Morrisons stocking it for £22,,Text,,,1310,81,92,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1500788359915982853,2022-03-07T11:00:02.000Z,Morrisons,,We believe that anyone suffering from period poverty should have access to sanitary products. Head to our Customer Service Desk and ask for a package for Sandy if you’re struggling. #letsendperiodpoverty #endperiodpoverty,,Text,,"['letsendperiodpoverty', 'endperiodpoverty']",389,18,201,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1733774945354703177,2023-12-10T09:05:33.000Z,Morrisons,,"@Dahshur11 Hi Dave. Sorry to hear about this. Please DM us with this tweet so we can look into this for you. We will message you if we require further information or as soon as we have an outcome. Thanks, Tabby",,Text,,,405,83,10,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1320807753917497344,2020-10-26T19:21:22.000Z,Morrisons,,,,Text,,,336,12,28,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1628350074861367297,2023-02-22T11:04:45.000Z,Morrisons,,"What’s the best shop in Wakey? And Morley, Chester, Portsmouth? At £2 per bottle… you decide",,Text,,,614,42,30,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1316479406353903617,2020-10-14T20:42:04.000Z,Morrisons,,"@SWhiteScience Hi Simon, Awesome !!! Thanks for the feedback. DM me your order number, address,email address and telephone number so  I can work out where your delivery came from then I can feed this back to his Manager. Not all heroes wear capes. Thanks Mark",,Text,,,795,6,5,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1383147452274999301,2021-04-16T19:57:04.000Z,Morrisons,,Day 2 and they still suspect nothing... #ifyouknowyouknow #FreeCuthbert,,Video,,"['ifyouknowyouknow', 'FreeCuthbert']",33444,385,2952,,,,,,,https://video.twimg.com/ext_tw_video/1383147442745532422/pu/vid/592x480/Wm7sPnbEKqliM7pX.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1459974589669208066,2021-11-14T20:00:41.000Z,Morrisons,,"Meet Farmer Christmas and his magic helpers making the gifts on your table just as magical as the ones under the tree. 

#MakeGoodThingsHappen",,Video,,['MakeGoodThingsHappen'],986,96,338,,,,,,,https://video.twimg.com/ext_tw_video/1459974512355598345/pu/vid/1280x720/ahkDmdQU43nbw1xi.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1569665502800392193,2022-09-13T12:33:13.000Z,Morrisons,,All our supermarkets will be closed on Monday 19 September as a mark of respect and so colleagues can pay tribute to Her Majesty. At 5pm our petrol filling stations will reopen.,,Text,,,444,56,56,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1519399270213902337,2022-04-27T19:33:09.000Z,Morrisons,,@AldiUK @Specsavers @NandosUK @KFC_UKI @coopuk Can we bring Clarence? Cuthbert’s looking a little lonely 🐛,,Text,,,379,11,3,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1324003491166126080,2020-11-04T15:00:05.000Z,Morrisons,,"Our new Kids Meal Packs are £12.50 and contain breakfast, lunch and snacks for up to 7 days. If you have children in your school isolating, who receive free school meals, we'll deliver the packs directly to their home. Schools can email: schoolbox@morrisonsplc.co.uk for info.",,Text,,,3037,96,1093,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1240555376417869824,2020-03-19T08:27:04.000Z,Morrisons,,,,Text,,,492,86,69,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1241073469804044288,2020-03-20T18:45:47.000Z,Morrisons,,We're welcoming workers from Marie Curie and CLIC Sargent charity shops - whose doors may need to close due to Coronavirus - to help support elderly and vulnerable customers in our stores.,,Text,,,361,24,94,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1250103108530626560,2020-04-14T16:46:21.000Z,Morrisons,,We at Morrisons want to say thank you to our National Health Service so we will offer a 10% discount on NHS workers' shopping. Show a valid NHS photo ID card at the checkout and we will deduct 10% off your shopping basket. This will run from Thursday 16th April for 3 months.,,Text,,,1813,182,669,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1248324907307433984,2020-04-09T19:00:25.000Z,Morrisons,,"Thank you to all the brave people of our NHS from all of us at Morrisons.

#Morrisons #FeedingTheNation #ItsMoreThanOurJob #ClapforNHS #ClapForOurCarers",,Video,,"['Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob', 'ClapforNHS', 'ClapForOurCarers']",771,53,56,,,,,,,https://video.twimg.com/ext_tw_video/1248324878643499008/pu/vid/720x720/illg5AfQy_DjJ8dq.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1284433580844675075,2020-07-18T10:23:23.000Z,Morrisons,,Congratulations Leeds,,Text,,,1030,35,123,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1243953588818173952,2020-03-28T17:30:21.000Z,Morrisons,,"Thank you to all of those working so very hard to feed the nation, Including our Morrisons key worker colleagues. #FoodHeroes  🙌🙌
#Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Text,,"['FoodHeroes', 'Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",408,29,50,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1244543129707053056,2020-03-30T08:32:59.000Z,Morrisons,,,,Text,,,518,34,120,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1295284283309924352,2020-08-17T09:00:13.000Z,Morrisons,,"This week we’re introducing the Hidden Disabilities Sunflower Lanyard Scheme into stores. The initiative acts as a discreet sign that somebody has a hidden disability. If you have a hidden disability and want a lanyard, please collect one free from the customer service desk.",,Text,,,486,144,168,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1243468238513557505,2020-03-27T09:21:45.000Z,Morrisons,,"Thank you to all our customers for shopping safely and considerately in our stores. Please use our green floor markings to keep the 2 metre distance. 
COVID-19 Customer Update Number 11
Morrisons - Feeding The Nation
#Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Text,,"['Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",444,109,57,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1258472486166921216,2020-05-07T19:03:16.000Z,Morrisons,,"Thank you from everyone at Morrisons to our NHS workers who are working so tirelessly to keep us safe.
#ClapForOurCarers #clapforNHS #Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Video,,"['ClapForOurCarers', 'clapforNHS', 'Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",358,36,25,,,,,,,https://video.twimg.com/ext_tw_video/1258472462313910272/pu/vid/720x720/7SWuzzMdjF-QuibA.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1243264508144967680,2020-03-26T19:52:12.000Z,Morrisons,,"Thank you from everyone at Morrisons to our NHS workers who are working so tirelessly to keep us safe. Please join us at 8pm.. COVID-19 Customer Update Number 10
Morrisons - Feeding the Nation 
#ClapForOurCarers #Morrisons #FeedingTheNation #ItsMoreThanOurJob #ClapForNHS",,Video,,"['ClapForOurCarers', 'Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob', 'ClapForNHS']",670,36,93,,,,,,,https://video.twimg.com/ext_tw_video/1243264489627082752/pu/vid/600x600/ZZgyA3nivkpeW4sf.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1243870580765417472,2020-03-28T12:00:31.000Z,Morrisons,,"Thank you to our Morrisons key worker colleagues packing half a million more eggs every day, working so very hard to help feed the nation. 
Morrisons - Feeding the Nation. #ItsMoreThanOurJob #Morrisons #FeedingTheNation",,Video,,"['ItsMoreThanOurJob', 'Morrisons', 'FeedingTheNation']",631,42,58,,,,,,,https://video.twimg.com/ext_tw_video/1243870541255077889/pu/vid/1280x720/O8qNWQSNuP25LDsi.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1290283206491553793,2020-08-03T13:47:43.000Z,Morrisons,,"Calling all Cafe fans, we’ve got some great news - you can now enjoy 50% off our entire Morrisons Cafe Menu, all day, everyday. Now that’s a bargain! 

#EatOutToHelpOut #FeedingTheNation #MorrisonsCafe #ItsMoreThanOurJob",,Text,,"['EatOutToHelpOut', 'FeedingTheNation', 'MorrisonsCafe', 'ItsMoreThanOurJob']",563,74,120,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1248898591202009089,2020-04-11T09:00:02.000Z,Morrisons,,"Thank you for continuing to shop considerately. As the stock on our shelves has filled up, we've now removed all maximum purchase limits in our supermarkets. #Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Text,,"['Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",594,149,82,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1244172578396106752,2020-03-29T08:00:32.000Z,Morrisons,,"Thank you to our Morrisons key worker colleagues packing quarter of a million more packs of potatoes and carrots every day, working so very hard to help feed the nation. 
#Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Text,,"['Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",555,40,41,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1256214420079828994,2020-05-01T13:30:31.000Z,Morrisons,,"Our bakers are now selling their flour in store to help you enjoy baking at home. There's bread flour, plain flour and self raising flour at 60p for 1kg, bigger 16kg bags are available too and bakery yeast 50g for 20p. 
#FeedingTheNation #ItsMoreThanOurJob #Baking #Flour",,Text,,"['FeedingTheNation', 'ItsMoreThanOurJob', 'Baking', 'Flour']",381,31,69,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1245666660616265728,2020-04-02T10:57:29.000Z,Morrisons,,"Thank you to our incredible colleagues, working so very hard to feed the nation. They'll receive a guaranteed bonus of 6% of their earnings for the next 12 months. Permanent and temporary colleagues, and those off sick or self-isolating, will be eligible. #ItsMoreThanOurJob",,Text,,['ItsMoreThanOurJob'],1601,90,211,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1242054248767967233,2020-03-23T11:43:03.000Z,Morrisons,,"We're installing new protective screens at all our store checkouts this week, to help keep our customers and our colleagues safe. Morrisons - Feeding the Nation #ItsMoreThanOurJob",,Text,,['ItsMoreThanOurJob'],2821,265,390,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1241396385561206784,2020-03-21T16:08:57.000Z,Morrisons,,"From Monday, we're introducing an NHS hour in all Morrisons stores from 7am to 8am, Monday to Saturday for NHS workers to shop with us. #itsmorethanourjob",,Text,,['itsmorethanourjob'],2557,322,938,,,,,,,
morrisons,,Twitter,https://x.com/Morrisons/status/1322154489227304960,2020-10-30T12:32:49.000Z,Morrisons,,"All of us at Morrisons would like to say thank you to the nation's school teachers. We're offering a 10% discount on your shopping in store, from this Monday until after Christmas.
Ts&amp;Cs apply. Valid school photo ID required. See https://t.co/fHRvQqJSKc for details.",,Video,,,2440,457,855,,,,,,,https://video.twimg.com/ext_tw_video/1322154471573524481/pu/vid/720x720/KQmsA86_pG0eYLti.mp4
morrisons,,Twitter,https://x.com/Morrisons/status/1248883536267841536,2020-04-11T08:00:12.000Z,Morrisons,,"The best way to say thank you to British farmers is to buy British meat. Because we only buy British, when you shop with us, you can be sure you are too.
#Morrisons #FeedingTheNation #ItsMoreThanOurJob",,Video,,"['Morrisons', 'FeedingTheNation', 'ItsMoreThanOurJob']",482,22,166,,,,,,,https://video.twimg.com/ext_tw_video/1248883502600212480/pu/vid/1280x720/u_yFuauI4IEFfezI.mp4
