pdp_url,product_id,product_name,brand,selling_price,price_was,currency,rating,review,image,instock,breadcrumb,promotion_description,product_description
https://www.netto-online.de/aperol-aperitivo-11-0-vol-0-7-liter/p-1893253000,1893253000,"Aperol Aperitivo 11,0 % vol 0,7 Liter",Aperol,9.49,13.49,EUR,5.0,404,https://media.netto-online.de/products/1893/253/000/1893253000_prod_001,True,"Startseite > Lebensmittel > Spirituosen, Schnaps & Likör > Liköre, Brände & Co.",-29%,"Aperol kaufen – fruchtig, spritzige Abende mit Freunden erleben  Ob zum Feierabend, am Wochenende oder um die gemeinsame Zeit mit Freunden auszukosten – wenn du deinen Aperol bei Netto-Online kaufst, bekommst du deinen idealen Begleiter für jeden Anlass. Genieße gemeinsam mit deinen Liebsten und dem fruchtig-spritzigen Aperol Aperitivo den Geschmack des italienischen Sommers. Entdecke bei Netto-Online günstige Angebote und lass dich von diesem und anderen  günstigen Getränken  verzaubern. Wenn du unseren Aperol kaufst, begeistert dieser nicht nur mit seiner leuchtenden Farbe, sondern auch mit seiner reichen Tradition.   Warum ist es genau das Richtige unseren Aperol zu kaufen?  Seit seiner Einführung im Jahr 1919 in Padua ist der Aperol ein Synonym für das italienische Lebensgefühl geworden. Der Genuss dieses Getränks ermöglicht dir eine Reise in ein Land, dessen Bewohner dafür bekannt sind, das Leben in vollen Zügen auszukosten. Bittersüß und gleichzeitig erfrischend – mit Nuancen von Rhabarber, Bitterorangen und einer geheimen Mischung aus Kräutern und Wurzeln sticht Aperol Aperitivo aus der Menge der Spirituosen, Schnäpse & Liköre eindeutig hervor.  Alkohol kaufen  – das geht bequem und günstig bei Netto-Online. Jeder Schluck ist eine Entdeckungsreise. Ob als Highlight in deinem Aperol Spritz oder als Basis für andere faszinierende Cocktails – unseren Aperol Aperitivo zu kaufen bietet dir vielfältige Möglichkeiten.   Aperol kaufen und genießen – mit diesem Rezept leicht gemacht!  Stell dir vor, du sitzt auf deiner Terrasse und hältst in deiner Hand ein Glas Aperol Spritz. Wir haben für dich ein leichtes und schnellesRezept:     6 cl Aperol   9 cl Prosecco   Ein Spritzer Soda   Eiswürfel   Eine Orangenscheibe  Mische zum Schluss alles in einem Weinglas und tauche ab in einen Moment purer Lebensfreude. Worauf wartest du also? Aperol kaufen und schon bald genießen! Vielleicht willst du den Abend auch mit einem passenden italienischen Gericht abrunden. Dann empfehlen wir dir unseren  italienischen Gnocchi-Caprese Salat .   Aperol kaufen – ein Hauch von „La Dolce Vita“ bei Netto-Online  Beim Netto Marken-Discount ist es uns wichtig, dir ein Stück Lebensgefühl aus Italien zu bieten. Wenn du deinen Aperol bei uns kaufst, profitierst du von einem günstigen Angebot und genießt den unvergleichlichen Geschmack Italiens mit deinen Freunden und der Familie. Lass dich von dem fruchtigen Geschmack verwöhnen und genieße die warmen Sonnenstrahlen auf der Haut, während du deinen Aperol im Freien auskostest.   Mit Netto-Online entscheidest du dich aber nicht nur für Qualität und guten Geschmack, sondern auch für einen günstigen Preis, der überzeugt. Hole dir deinen ganz persönlichen Kurztrip nach Italien nach Hause und erlebe deinen Moment von „La Dolce Vita“.   Kurz gesagt: Unser Aperol ist eine Einladung, jeden Tag zu einem besonderen zu machen. Lass dich inspirieren und erfahre jeden Moment in vollen Zügen. Suchst du nach noch mehr günstigen Produkten aus Italien, dann entdecke unser umfangreiches Sortiment an günstigen Weiß- und Rotweinen und  kaufe Wein  für einen gemütlichen Abend!"
https://www.netto-online.de/apple-11-ipad-2025-128-gb-wi-fi-mit-a16-chip-liquid-retina-display-wlan-6-12-mp-front-12-mp-rueckkamera-touch-id-batterie-fuer-den-ganzen-tag/p-2811721000,2811721000,"Apple 11"" iPad 2025 - 128 GB - Wi-Fi - mit A16 Chip: Liquid Retina Display, WLAN 6, 12 MP Front /12 MP Rückkamera, Touch ID, Batterie für de",Apple,388.0,,EUR,5.0,30,https://media.netto-online.de/products/8600/373/200/8600373200_14261/8600373200_14261_prod_001,True,"Startseite > Multimedia > Handys, Smartphones & Telefone > Handys & Smartphones",,"Lieferumfang: iPad USB-C Ladekabel Highlights: WARUM IPAD – Mit einem All Screen Design, 11"" Liquid Retina Display, dem A16 Chip, WLAN und vier fantastischen Farben* lässt dich das iPad mit viel Power kreativ sein, in Verbindung bleiben und arbeiten. PERFORMANCE UND SPEICHERPLATZ – Der superschnelle A16 Chip liefert mehr Performance für das, was du am liebsten machst. Und mit der Batterie für den ganzen Tag ist das iPad perfekt, um faszinierende Games zu spielen und Fotos und Videos zu bearbeiten.* Der Speicherplatz beginnt bei 128 GB, bis zu 512 GB sind möglich.* 11"" LIQUID RETINA DISPLAY – Das fantastische Liquid Retina Display ist großartig, um Filme anzusehen oder dein nächstes Meisterwerk zu zeichnen.* True Tone passt das Display an die Farbtemperatur im Raum an, für entspanntes Sehen bei jedem Licht. IPADOS + APPS – iPadOS macht das iPad noch produktiver, intuitiver und vielseitiger. Mit iPadOS kannst du mehrere Apps gleichzeitig ausführen, den Apple Pencil verwenden, um mit Kritzeln in jedes Textfeld zu schreiben, und Fotos bearbeiten und teilen. Das iPad kommt mit wichtigen Apps wie Safari, Nachrichten und Keynote. Und im App Store sind über eine Million mehr Apps erhältlich. SCHNELLES WLAN – WLAN 6 sorgt für einen schnellen Zugriff auf deine Dateien, Uploads und Downloads. Außerdem kannst du damit deine Lieblingsserien nahtlos streamen."
https://www.netto-online.de/gutscheingold-kids-geschenkcode/p-2259241000,2259241000,Gutscheingold Kids Geschenkcode,Gutscheingold,5.0,,EUR,3.5,32,https://media.netto-online.de/products/2259/241/000/2259241000_prod_001,False,"Startseite > Angebote > Online Wochenangebote > ab Donnerstag, 31.07.",,"Die neuesten Spiele, Bücher oder zauberhafte Kinder- und Babymode: Bei Marken wie MyToys, Ernsting's Family, GameStop, babymarkt, Thalia und C&A findest Du all das und noch mehr auf Deinem Kids-Gutschein!   Bitte beachten: Gutscheingold kann nicht direkt bei den Einlösepartnern eingelöst werden, sondern muss zunächst online auf   www.gutscheingold.de  gegen einen Markengutschein eingetauscht werden."
https://www.netto-online.de/home-deluxe-mobile-klimaanlage-kimo-9000-btu/p-2871352000,2871352000,Home Deluxe Mobile Klimaanlage KIMO - 9000 BTU,Home Deluxe,199.99,319.0,EUR,,,https://media.netto-online.de/products/2871/352/000/2871352000_prod_001,True,Startseite > Baumarkt > Klimatisierung,-37%,"Volle Kontrolle über dein Raumklima – jederzeit und überall. Die mobile Klimaanlage KIMO kombiniert Kühlung, Ventilation und Entfeuchtung in einem leistungsstarken 3-in-1-Gerät. Mit der Tuya WiFi-Funktion steuerst du das Klimagerät bequem per App – egal, ob du zuhause oder unterwegs bist. Das übersichtliche LED-Digitaldisplay ermöglicht eine einfache Bedienung, die individuell einstellbare Temperatur und Timer-Funktion sorgen für punktgenaue Klimakontrolle. Dank integrierter Rollen lässt sich die KIMO flexibel in jedem Raum einsetzen. Energieeffizient, leistungsstark und mobil – perfekt für heiße Tage und schwüle Nächte. Jetzt KIMO sichern und das Raumklima endlich selbst bestimmen – smart, effizient und zuverlässig. Produktdetails Kühlung, Ventilator und Entfeuchter in einem Gerät Einfache, intuitive Bedienung auf einen Blick Smart steuerbar per App – auch von unterwegs Flexibel und mobil in jedem Raum einsetzbar Individuell einstellbare Temperatur & Timer-Funktion  Starke Leistung bei niedrigem Verbrauch Technische Daten Artikelmaße (B x H x T): 29,5 x 69,3 x 30,3 cm Maße Abluftschlauch (L x Ø) : ca. 150 cm x 16 cm Farbe: Weiß/Schwarz Kühlkapazität: 9000 BTU (2,6 kW) Nennspannung: AC 220 - 240 V Nennfrequenz: 50 Hz Leistungsaufnahme im Kühlbetrieb/Nenneingangsstrom: 1005 W/4,5 A IP Schutzklasse: IPX1 Kühlmittel/Füllmenge: R290/180 g Geräuschpegel: 65 dB (A) Zulässiger Überdruck: Saugseite: 0,7 MPa Druckseite: 3,2 MPa  Saugseite: 0,7 MPa Druckseite: 3,2 MPa Maximal zulässiger Druck: 3,2 MPa Gewicht: 22 kg Lieferumfang Klimaanlage Fernbedienung Wasserschlauch Abluftrohr Set Fensterabdichtung Montagematerial  Achtung: Die Batterie CR2025 ist nicht im Lieferumfang enthalten und im Einzelhandel erhältlich  Paketmaße: (L x B x H) 32,8 x 35,4 x 87,8 cm Gewicht: 26 kg"
https://www.netto-online.de/apple-iphone-16-pro-128-gb/p-2718274003,2718274003,Apple iPhone 16 Pro - 128 GB,Apple,1069.0,,EUR,5.0,63,https://media.netto-online.de/products/8600/373/200/8600373200_13829/8600373200_13829_prod_001,True,"Startseite > Multimedia > Handys, Smartphones & Telefone > Handys & Smartphones",,"Entdecke das neue Apple iPhone 16 Pro - ein Meisterwerk der Technik und Innovation. Mit einem 16 cm (6.3"") großen Display und Dual-SIM-Funktion bietet dieses Smartphone alles, was du dir nur wünschen kannst. Die neue Kamerasteuerung ermöglicht atemberaubende Aufnahmen in 4K mit 120 Bildern pro Sekunde und Dolby Vision. Mit den vier Mikrofonen in Studioqualität hast du immer ein Pro Studio in der Tasche. Das iPhone 16 Pro beeindruckt mit den schmalsten Rändern aller Zeiten für ein noch größeres und brillanteres Display. Der neue A18 Pro Chip setzt Maßstäbe in Sachen Leistung und Effizienz. Erlebe unübertroffene Geschwindigkeit und eine unglaubliche Effizienz, die deine Erwartungen übertreffen wird. Ein weiterer großer Sprung ist die verbesserte Akkulaufzeit, die dir noch mehr Spielzeit ermöglicht. Mit iOS 18 erlebst du ein völlig neues Betriebssystem, das perfekt auf dich zugeschnitten ist. 16 cm (6,3“) 2622 x 1206, Super Retina XDR OLED Display, Ceramic Shield 5G, Wi-Fi 7, Bluetooth 5.3 und NFC A18 Pro Chip mit 6 Core GPU Pro Kamera-System mit 48 MP Fusion Kamera, 5x Tele-Kamera, 48 MP Ultraweitwinkel-Kamera 4K 120 fps Dolby Vision für atemberaubende Videoaufnahmen, 4 Mikrofone für Studioqualität Die schmalsten Ränder aller Zeiten – für eine noch größeres Display Verbesserte Batterielaufzeit, größere Batterie, effizienter A18 Pro Chip Personalisierbare Homescreens, verbesserte Fotos-App, wichtige Sicherheitsfeatures wie Unfallerkennung und Satellitenkommunikation mit iOS 18"
https://www.netto-online.de/swing-harmonie-luxus-led-pavillon-3x4m-minzo-inkl-seitenwaende-mit-led-beleuchtung-solarmodul-gartenpavillon-creme/p-2526320000,2526320000,"Swing&Harmonie Luxus LED - Pavillon 3x4m Minzo - inkl. Seitenwände mit LED Beleuchtung + Solarmodul Gartenpavillon, creme",SWING&HARMONIE,229.99,679.0,EUR,4.5,33,https://media.netto-online.de/products/2526/320/000/2526320000_prod_001,True,"Startseite > Angebote > Online Wochenangebote > ab Donnerstag, 31.07.",-66%,"Swing&Harmonie Luxus LED - Pavillon 3x4m Minzo - inkl. Seitenwände mit LED Beleuchtung + Solarmodul Gartenpavillon optional mit Moskitonetz Partyzelt Gartenzelt in Creme  Genießen Sie herrliche Sonnentage, sowie laue Sommerabende in Ihrem Luxuspavillon. Das Dach wurde so konstruiert, dass sich keine Hitze anstaut und Sie auch bei schlechtem Wetter nicht im Regen stehen. Die in das Dach eingearbeiteten Ösen, lassen Regenwasser kontrolliert ablaufen. Ein anstauen von Wasser und die damit verbundene Beulenbildung im Dach wird somit verhindert. Der Pavillon verfügt zudem über eine LED-Beleuchtung, bestehen aus 60 LED's welche per Hand ein und ausgeschaltet werden kann. Der eingebaute Akku wird durch das bereits im Lieferumfang enthaltene Solarmodul tagsüber aufgeladen. Sonne, Wind und störende Blicke lassen sich einfach durch die bereits im Lieferumfang enthaltenen Seitenwände regulieren. Die Seitenwände laufen dabei auf separaten Laufschienen. Ein umstecken der Bezüge ist somit nicht mehr notwendig. Durch Reißverschlüsse, lassen sich die Seitenwände<b>einfach öffnen und schließen Der pulverbeschichtete Rahmen, wird von edlen Ornamenten verziert, welche dem Pavillon sein exklusives Design verleihen.  Details:   inklusive LED Beleuchtung   Solarmodul inkl. Akku  TwinTop Dachkonstruktion  pulverbeschichteter Rahmen  eingearbeitete Ornamente  separate Laufschienen  verschließbare Seitenwände  Regenwasser-Ablauf-Ösen  Befestigung mit dem Untergrund  exklusives Design von """"Swing&Harmonie""""  Technische Daten: Marke: Swing&Harmonie® Modell: DP-3401  Maße (LxB): 3 x 4 m Durchgangshöhe: 1,90 m Gesamthöhe: 2,70 m  Material - Dach: 100% Polyester (180g/m²) Material - Seitenwände: 100% Polyester (140g/m²) Material - Rahmen: Metall - pulverbeschichtet  Lieferumfang:   1x LED-Pavillon - Minzo  1x Solarmodul inkl. Akku  6x Seitenwand  6x Erdnagel  1x Aufbauanleitung    Bitte beachten:  Das Produkt besteht aus  mehreren Paketen . Unter Umständen kann es vorkommen, dass die  Pakete nicht am selben Tag zugestellt werden.  Bitte warten Sie 1-2 Werktage ab, bevor Sie den Kundenservice kontaktieren, da in den meisten Fällen die weiteren Pakete an den Folgetagen geliefert werden."
https://www.netto-online.de/apple-iphone-16-128-gb/p-2718270003,2718270003,Apple iPhone 16 - 128 GB,Apple,799.0,,EUR,4.5,95,https://media.netto-online.de/products/8600/373/200/8600373200_13803/8600373200_13803_prod_001,True,"Startseite > Multimedia > Handys, Smartphones & Telefone > Handys & Smartphones",,"Entdecke das neue Apple iPhone 16 in neuen, eleganten Farben. Dieses Smartphone setzt neue Maßstäbe in Sachen Leistung und Design. Ausgestattet mit dem leistungsstarken A18 Bionic Chip bietet es unvergleichliche Geschwindigkeit und Effizienz. Das 6,1 Zoll große Super Retina XDR Display liefert brillante Farben und gestochen scharfe Bilder - ideal für professionelle Anwendungen und Multimedia-Erlebnisse. Die fortschrittliche Dual-Kamera-Technologie ermöglicht atemberaubende Fotos und Videos in jeder Umgebung. Die verbesserte Batterielaufzeit sorgt dafür, dass du den ganzen Tag produktiv sein kannst, ohne ständig nach einer Steckdose suchen zu müssen. Außerdem ist das iPhone 16 nahtlos in das Apple Ökosystem integriert, sodass du deine Geräte ganz einfach verwalten und synchronisieren kannst. 15,5 cm (6,1""), 2556 x 1179, Super Retina XDR OLED Display, Ceramic Shield 5G, Wi-Fi 7, Bluetooth 5.3 und NFC Verbesserte Batterielaufzeit, größere Batterie, effizienter A18 Chip Neue Kamerasteuerung, Ultraweitwinkel-Kamera, räumliche Aufnahmen in 3D 2-in-1 48 MP Fusion Kamera für beeindruckende hochauf­lösende Bilder Personalisierbare Homescreens, verbesserte Fotos-App, wichtige Sicherheitsfeatures wie Unfallerkennung und Satellitenkommunikation"
https://www.netto-online.de/juskys-kompressor-kuehlbox-yukon-30-liter-fuer-auto-lkw-camping-12-24-230-v-kompressorkuehlbox/p-2511876000,2511876000,"Juskys Kompressor Kühlbox Yukon 30 Liter für Auto, Lkw, Camping - 12/24/230 V Kompressorkühlbox",Juskys,199.99,,EUR,4.5,121,https://media.netto-online.de/products/8600/348/200/8600348200_21300/8600348200_21300_prod_001,True,"Startseite > Angebote > Online Wochenangebote > ab Donnerstag, 31.07.",,"Ob zuhause oder unterwegs, die hochwertige Kompressor Kühlbox Yukon 30 Liter (Grau) sorgt stets zuverlässig für besonders kühle und erfrischende Getränke. Dank des leistungsstarken Kompressors können Temperaturen von bis zu -20 °C (bei max. 32 °C Umgebungstemperatur) erreicht werden. Das Gerät ist für den stationären, aber auch ideal für den mobilen Einsatz ausgelegt. Dafür verfügt es über 12/24 & 100-240 V Anschlüsse, sowie leichtgängige Rollen und einen Teleskopgriff. Eine integrierte USB-Ladebuchse rundet das Gesamtpaket ab und macht die Kühlbox zum perfekten Begleiter beim Picknick, Urlaub oder Camping. Produktmerkmale: Kühlt effektiv und zuverlässig auf bis zu -20 °C Für mobilen und stationären Einsatz – 12/24/100-240 V Anschluss Mit USB-Anschluss zum Laden von Mobilgeräten Inklusive ECO-Modus, Rollen und Teleskopgriff Großes Fassungsvermögen von 30 Litern Starke Kühlleistung Dank des leistungsstarken Kompressors kann die Kühlbox Yukon auf Temperaturen von bis zu -20 °C herunterkühlen. Dies gelingt bei einer Umgebungstemperatur von bis zu 32 °C. Umfangreiche Ausstattung Dank des praktischen Displays sind Sie stets über den Akku-Stand und die gewählte Temperatur informiert. Zudem ermöglicht es der USB-Anschluss, Mobilgeräte wie Smartphones aufzuladen. Ideal für unterwegs Mithilfe des 12/24 V Anschlusses betreiben Sie die Kühlbox problemlos unterwegs im Auto, LKW oder dem Camper. Für mehr Mobilität ist sie zudem mit leichtgängigen Rollen und einem Teleskopgriff ausgestattet. Warm und kalt Alternative eignet sich die Kühlbox dank der guten Isolierung auch zum vorübergehenden Warmhalten von Speisen und Getränken, ganz ohne Stromanschluss. Technische Daten: Farbe: Grau Bruttokapazität: 30 l Kühltemperaturbereich: -20~+20 °C Betriebsbedingungen: 0 – 45 °C Betriebsmodi: ECO/MAX, COLD Leistung: 60 W USB-Ladebuchse: 5 V / 1 A Kühlart: Kompression Energieeffizienzklasse: D EEK Spektrum: A bis G Materialzusammensetzung: Material Gehäuse: Polypropylen (PP) Material Isolierung: Polyurethan (PU) Abmessungen (ca.-Angaben): Größe (BxHxT): 59 x 38 x 38 cm Kabel: 150 cm Lieferumfang: 1 x Kühlbox 1 x 12/24-V Anschlusskabel 1 x 230-V Anschlusskabel 1 x Anleitung Das Produkt wird gut verpackt als Bausatz zur Selbstmontage per Paketdienst geliefert. Es ist leider kein Versand auf deutsche Inseln möglich."
https://www.netto-online.de/sunniva-920w-balkonkraftwerk-bifazial-fullblack-komplett-steckdose-astro-e-800w-wechselrichter-pv-solaranlage-2x-460w-glas-glas-solarmodule-inkl-5m-kabel-bluetooth-wifi-komplettset/p-2801990000,2801990000,"SUNNIVA® 920W Balkonkraftwerk BIFAZIAL FULLBLACK komplett Steckdose ASTRO-E 800W Wechselrichter, PV Solaranlage, 2x 460W Glas-Glas Solarmodu",SUNNIVA,239.0,999.0,EUR,5.0,8,https://media.netto-online.de/products/2801/990/000/2801990000_prod_001,True,"Startseite > Angebote > Online Wochenangebote > ab Donnerstag, 31.07.",-76%,"Balkonkraftwerk von SUNNIVA®  920 W / 800 W  Das premium hochwertige Balkonkraftwerk von SUNNIVA® mit einer Bifazialen Maximalleistung von920 W / 800 W enthält einen Wechselrichter, dessen Leistung zwischen 600W auf 800W eingestellt werden kann und der per Plug&Play in wenigen Minuten einfach angeschlossen werden kann. Am Balkon, auf dem Hausdach, der Garage, der Terrasse oder freistehend im Garten, das SUNNIVA® Balkonkraftwerk ist vielseitig einsetzbar, entspricht den Anforderung an VDE-AR-N 4105, und kann ohne eine Abnahme in Betrieb genommen werden.  Mit zusätzlicher bifazialer Energieausbeute.  Mit der Fähigkeit, Sonnenlicht von beiden Seiten einzufangen, kann dieses bifaziale 460-Watt-Solarmodul im Vergleich zu herkömmlichen Solarmodulen mehr Energie liefern.   Plug & Play einfache Installation  Mikro-Wechselrichter Astro-Energy TM-L800Mi 800W  WIFI & Bluetooth-Kommunikation  Hochwertige Energiegewinnung  Solarmodule Gesamtleistung:  Bifacial   PMax: 920 W ( 2 x 460 W ) SOLARMODULE   Leistung pro Panel: PMax 460 Watt  Bifazial  Anzahl der Zellen: 108  Zellentyp: Monokristallin  Maße(LxBxH): 1762 x 1134 x 30-35 mm (Wir liefern je nach Bestand Rahmen in 30mm oder 35mm Höhe)  Frontscheibe: 2,0 mm vollverstärktes Glas auf Vorder- und Rückseite  Rahmen: Eloxierte Aluminiumlegierung, Schwarz  Gewicht: 24 kg  Anschlussdose: IP68  BIFAZIAL, Full Black, Glas-Glas  LIEFERUMFANG  2 x Solar Module mit je 460W (PMax: 920W /mit zusätzlicher bifazialer Energieausbeute)  1 xMikro-Wechselrichter Astro-Energy TM-L800Mi 800W  1 x Anschlusskabel 5m vom Wechselrichter zur Haussteckdose   Hinweise : Die Dekoration ist nicht im Lieferumfang enthalten. Die Lieferung unserer Produkte auf die Inseln ist nicht möglich.    Rechtliche Informationen: Wechselrichter mit einer Leistung über 800 Watt müssen von einer Elektrofachkraft angeschlossen und beim Netzbetreiber angemeldet werden.  Umsatzsteuer : Seit dem 01.01.2023 gilt gem. § 12 Abs. 3 Nr. 1 UStG die Regelung, dass bei der Lieferung von Solarmodulen, Komponenten und Speicher keine Umsatzsteuer anfällt. Konkret lautet die Regelung in § 12 Abs. 3 Nr. 1 UStG wie folgt: Die Steuer ermäßigt sich auf 0 Prozent für die folgenden Umsätze: 1. die Lieferungen von Solarmodulen an den Betreiber einer Photovoltaikanlage, einschließlich der für den Betrieb einer Photovoltaikanlage wesentlichen Komponenten und der Speicher, die dazu dienen, den mit Solarmodulen erzeugten Strom zu speichern, wenn die Photovoltaikanlage auf oder in der Nähe von Privatwohnungen, Wohnungen sowie öffentlichen und anderen Gebäuden, die für dem Gemeinwohl dienende Tätigkeiten genutzt werden, installiert wird. Die Voraussetzungen des Satzes 1 gelten als erfüllt, wenn die installierte Bruttoleistung der Photovoltaikanlage laut Marktstammdatenregister nicht mehr als 30 Kilowatt (peak) beträgt oder betragen wird; Voraussetzung für 0 % Umsatzsteuer ist, dass der Käufer Solarmodule, Komponenten und Speicher erwirbt, wenn die Photovoltaikanlage auf oder in der Nähe von Privatwohnungen, Wohnungen, öffentlichen oder anderen Gebäuden installiert wird und die Leistung nicht mehr als 30 kW (peak) beträgt. Mit dem Kauf bestätigen Sie, dass Sie die Voraussetzungen der 0% UStG-Regelung erfüllen."
https://www.netto-online.de/juskys-polyrattan-gartenmoebel-sitzgruppe-turin-set-6-teilig-outdoor-moebel-mit-tisch-lounge-grau-meliert/p-2604836000,2604836000,Juskys Polyrattan Gartenmöbel Sitzgruppe Turin Set 6 teilig - Outdoor Möbel mit Tisch – Lounge grau-meliert,Juskys,299.99,499.99,EUR,4.5,78,https://media.netto-online.de/products/8600/348/200/8600348200_23803/8600348200_23803_prod_001,True,Startseite > Garten > Gartenmöbel > Loungemöbel,-40%,"Die stylishe Polyrattan Gartenmöbel Sitzgruppe Turin in grau-meliert für 7 Personen wird zu Ihrem neuen Lieblingsplatz. Sie eignet sich perfekt für den Balkon oder die Terrasse. Ganz gleich, ob Sie einen entspannten Abend ausklingen lassen oder einfach nur chillen möchten, das Set bietet einen bequemen Platz mit den dicken Auflagen. Verbringen Sie eine schöne Zeit auf der modernen Lounge mit Familie und Freunden. Produktmerkmale: Moderne Gartenlounge für bis zu 7 Personen Komplettes Set mit 2 Stühlen, Sitzbank, Tisch & 2 Hockern Bequeme Kissen mit waschbaren Stoff-Bezügen Polyrattan-Geflecht - langlebig, pflegeleicht & wetterfest Großer Tisch mit edler Glasplatte für Speisen & Getränke Modernes Gartenset 6-teilig Die 3-Sitzer Bank und die zwei Stühle der Garnitur bieten genug Platz für Sie und Ihre Gäste. Die zwei Hocker runden das Set ab – perfekt zum Füßehochlegen. Stabiles Polyrattan-Geflecht Das stylishe Loungemöbel besteht aus Polyrattan, das nicht nur langlebig ist, sondern auch pflegeleicht und wetterfest. Also ideal für draußen im Garten geeignet. Mit bequemen Auflagen Damit Sie es so gemütlich wie möglich auf dem Balkonmöbel haben, sind die Polster mit Schaumstoff gefüllt. Die Bezüge aus angenehmem Stoff sind waschbar. Großer Tisch mit Glasplatte Die Tischplatte aus gehärtetem Glas verleiht dem Gartenmöbelset einen eleganten Look. Platzieren Sie hier Snacks und Getränke, während Sie die Sonne genießen. Technische Daten: Farbe Sitzgarnitur: grau-meliert; Bezüge: Hellgrau; Glas: Schwarz Anzahl Sitzplätze: 7 Belastbarkeit: 480 kg Bank; 160 kg je Stuhl & Hocker Kissenbezüge: Abnehmbar & waschbar Materialzusammensetzung: Geflecht: Polyrattan Tischplatte: Gehärtetes Glas Gestell: Stahl Bezüge: 100 % Polyester Polster: 80 % Schaumstoff, 20 % Weichfasern Abmessungen (ca.-Angaben): Gartenstuhl (BxTxH): 59 x 62 x 79 cm Hocker (BxTxH):  41 x 41 x 37 cm Esstisch (BxTxH): 120 x 70 x 66 cm 3-Sitzer-Bank (BxTxH): 160 x 62 x 79 cm Sitzhöhe ohne Polster:  36 cm Dicke der Sitzpolster:  5 cm Hinweise: Hinweis: Das Produkt ist wetterfest. Vermeiden Sie jedoch direkte Sonneneinstrahlung und hohe Feuchtigkeit über einen längeren Zeitraum. Lieferumfang: 2 x Stuhl 2 x Hocker 1 x Gartentisch mit Glasplatte 1 x Gartensofa 5 x Sitzauflagen 5 x Rückenkissen 1 x Anleitung Das Produkt wird gut verpackt als Bausatz zur Selbstmontage per Paketdienst geliefert. Die Lieferung besteht aus mehreren Sendungen. Dies kann zu zeitverzögerten Zustellungen führen. Es ist leider kein Versand auf deutsche Inseln möglich."
