url,competitor_name,product_name,product_id,product_color,material,details,specification,price,price_was,breadcrumb,stock,image
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Recliners/HOME-CENTRE-Jules-Fabric-Electric-Swivel-Recliner/p/167469576,homecentre,Jules Fabric Electric Swivel Recliner,167469576,Sand,"{'Leg Material': 'Metal', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Metal'}","Experience ultimate relaxation with this electric swivel recliner, designed to provide comfort and style to any living space. Its refined silhouette combines style with functionality, making it a visually striking addition to any space. The padded arms offer extra cushioning for improved comfort and support during extended lounging. The electric recline feature allows effortless adjustment to personalized comfort levels with just the push of a button. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. Experience ultimate relaxation with this electric swivel recliner, designed to provide comfort and style to any living space. Its refined silhouette combines style with functionality, making it a visually striking addition to any space. The padded arms offer extra cushioning for improved comfort and support during extended lounging. The electric recline feature allows effortless adjustment to personalized comfort levels with just the push of a button. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Product Features': 'Swivel Movement | USB Type-C | USB Type-A', 'Seating Capacity': '1-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Arm Style': 'Padded Arms', 'Back Style': 'Fixed Back', 'Back Cushion': 'Fixed', 'Seat Cushion': 'Fixed', 'Type': 'Recliners', 'Style': 'Urban Loft', 'Power Source Required': 'Yes', 'Rocking': 'No'}",1259.0,1799.0,Home > Furniture > Sofa & Seating > Recliners,True,https://media.homecentre.com/i/homecentre/167469576-167469576-HC17042025_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Sofas-%26-Sofa-Sets/HOME-CENTRE-Nashville-4-Seater-Fabric-Sofa/p/167291293,homecentre,Nashville 4-Seater Fabric Sofa,167291293,Brown,"{'Leg Material': 'Metal', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","Enhance your living space with the four-seater sofa. Crafted from soft chenille fabric, it offers a luxurious touch and enriched appearance. The lumber cushion provides additional back comfort, while coated metal legs ensure strength and style. With its tied arm design and urban loft style, this sofa combines functionality and elegance, perfect for family gatherings. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. Enhance your living space with the four-seater sofa. Crafted from soft chenille fabric, it offers a luxurious touch and enriched appearance. The lumber cushion provides additional back comfort, while coated metal legs ensure strength and style. With its tied arm design and urban loft style, this sofa combines functionality and elegance, perfect for family gatherings. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Seating Capacity': '4-seater', 'Print': 'Plain', 'Arm Style': 'Straight Arms', 'Back Style': 'Fixed Back', 'Back Cushion': 'Removable Non-Reversible', 'Seat Cushion': 'Fixed', 'Includes Scatter Cushions': 'No', 'Type': 'Sofas', 'Style': 'Urban Loft'}",2774.0,3699.0,Home > Furniture > Sofa & Seating > Sofas & Sofa Sets,True,https://media.homecentre.com/i/homecentre/167291293-167291293-HC29052025_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Armchairs/HOME-CENTRE-Savannah-Fabric-Swivel-Armchair/p/166839037,homecentre,Savannah Fabric Swivel Armchair,166839037,Ivory,"{'Leg Material': 'ABS Plastic', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","Relax in comfort and style with this swivel armchair. Its unique curved design and base add a touch of modern elegance to any living space. Crafted with a solid wood frame for stability and strength, this stunning chair ensures both durability and comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. Relax in comfort and style with this swivel armchair. Its unique curved design and base add a touch of modern elegance to any living space. Crafted with a solid wood frame for stability and strength, this stunning chair ensures both durability and comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Product Features': 'Swivel Movement', 'Seating Capacity': '1-seater', 'Print': 'Plain', 'Arm Style': 'Armless', 'Back Style': 'Fixed Back', 'Back Cushion': 'Fixed', 'Seat Cushion': 'Fixed', 'Includes Scatter Cushions': 'No', 'Type': 'Arm Chairs', 'Style': 'Urban Loft'}",1499.0,1999.0,Home > Furniture > Sofa & Seating > Armchairs,True,https://media.homecentre.com/i/homecentre/166839037-166839037-HC05092024_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Corner-Sofas/HOME-CENTRE-Davis-5-Seater-Fabric-Left-Corner-Sofa-Bed-with-Electric-Recliner/p/165636121,homecentre,Davis 5-Seater Fabric Left Corner Sofa Bed with Electric Recliner,165636121,Beige,"{'Leg Material': 'ABS Plastic', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","This five-seater electric corner sofa bed recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging port that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. This is a Left Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ left side. Dimensions This five-seater electric corner sofa bed recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging port that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. This is a Left Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ left side. Dimensions","{'Product Features': 'USB Charging Ports', 'Seating Capacity': '5-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Chaise Position': 'Left', 'Arm Style': 'Padded Arms', 'Back Style': 'Fixed Back', 'Includes Scatter Cushions': 'No', 'No. of Reclining Seats': '1', 'Type': 'Corner Sofa Beds', 'Style': 'Homestead', 'Power Source Required': 'Yes', 'Rocking': 'No'}",6974.0,9299.0,Home > Furniture > Sofa & Seating > Corner Sofas,True,https://media.homecentre.com/i/homecentre/165636121-165636121-HC25072023_02-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Recliners/HOME-CENTRE-Davis-5-Seater-Fabric-Left-Corner-Sofa-Bed-with-Electric-Recliner/p/165636121,homecentre,Davis 5-Seater Fabric Left Corner Sofa Bed with Electric Recliner,165636121,Beige,"{'Leg Material': 'ABS Plastic', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","This five-seater electric corner sofa bed recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging port that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. This is a Left Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ left side. Dimensions This five-seater electric corner sofa bed recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging port that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. This is a Left Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ left side. Dimensions","{'Product Features': 'USB Charging Ports', 'Seating Capacity': '5-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Chaise Position': 'Left', 'Arm Style': 'Padded Arms', 'Back Style': 'Fixed Back', 'Includes Scatter Cushions': 'No', 'No. of Reclining Seats': '1', 'Type': 'Corner Sofa Beds', 'Style': 'Homestead', 'Power Source Required': 'Yes', 'Rocking': 'No'}",6974.0,9299.0,Home > Furniture > Sofa & Seating > Recliners,True,https://media.homecentre.com/i/homecentre/165636121-165636121-HC25072023_02-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Armchairs/HOME-CENTRE-Pebble-Fabric-Armchair/p/166597944,homecentre,Pebble Fabric Armchair,166597944,Beige,"{'Leg Material': 'Wooden', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fibers', 'Frame Material': 'Solid Wood'}","This armchair is a stylish and comfortable addition to any living room. With its sculpted silhouette, low-rounded profiles, and wide seating, this armchair is perfect for relaxing in style. The solid wood frame provides strength and stability, while the fabric upholstery adds a touch of luxury. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. This armchair is a stylish and comfortable addition to any living room. With its sculpted silhouette, low-rounded profiles, and wide seating, this armchair is perfect for relaxing in style. The solid wood frame provides strength and stability, while the fabric upholstery adds a touch of luxury. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Seating Capacity': '1-seater', 'Print': 'Plain', 'Arm Style': 'Armless', 'Back Style': 'Fixed Back', 'Back Cushion': 'Fixed', 'Seat Cushion': 'Fixed', 'Includes Scatter Cushions': 'No', 'Type': 'Accent Chairs', 'Style': 'Urban Loft'}",974.0,1299.0,Home > Furniture > Sofa & Seating > Armchairs,True,https://media.homecentre.com/i/homecentre/166597944-166597944-HC28052024_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Recliners/HOME-CENTRE-Wayne-Fabric-Electric-Swivel-Rocking-Recliner/p/166694872,homecentre,Wayne Fabric Electric Swivel Rocking Recliner,166694872,Taupe,"{'Leg Material': 'Metal', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Pocket Spring, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","Flaunt your love for comfortable furniture as you pick this attractive recliner for your bedroom. Featuring a solid wooden frame and fabric upholstery, this durable single-seat recliner with a swivel and rocking function is perfect to unwind after a long day. The wide seat design offers a pleasant seating experience while the beautiful tone makes it easily blend in with most interior types. Product colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. Flaunt your love for comfortable furniture as you pick this attractive recliner for your bedroom. Featuring a solid wooden frame and fabric upholstery, this durable single-seat recliner with a swivel and rocking function is perfect to unwind after a long day. The wide seat design offers a pleasant seating experience while the beautiful tone makes it easily blend in with most interior types. Product colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Product Features': 'Swivel Movement', 'Seating Capacity': '1-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Arm Style': 'Armless', 'Back Style': 'Removable Back', 'Back Cushion': 'Fixed', 'Seat Cushion': 'Fixed', 'Includes Scatter Cushions': 'No', 'Type': 'Recliners', 'Style': 'Urban Loft', 'Power Source Required': 'Yes', 'Rocking': 'Yes'}",1649.0,2199.0,Home > Furniture > Sofa & Seating > Recliners,True,https://media.homecentre.com/i/homecentre/166694872-165909226-HC05092023_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Corner-Sofas/HOME-CENTRE-Davis-5-Seater-Fabric-Right-Corner-Sofa-Bed-with-Electric-Recliner/p/165636126,homecentre,Davis 5-Seater Fabric Right Corner Sofa Bed with Electric Recliner,165636126,Beige,"{'Leg Material': 'ABS Plastic', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","This five-seater electric recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.  This is a Right Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ right side. Dimensions This five-seater electric recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.  This is a Right Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ right side. Dimensions","{'Product Features': 'USB Charging Ports', 'Seating Capacity': '5-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Chaise Position': 'Right', 'Arm Style': 'Padded Arms', 'Back Style': 'Fixed Back', 'Includes Scatter Cushions': 'No', 'No. of Reclining Seats': '1', 'Type': 'Corner Sofa Beds', 'Style': 'Homestead', 'Power Source Required': 'Yes', 'Rocking': 'No'}",6974.0,9299.0,Home > Furniture > Sofa & Seating > Corner Sofas,True,https://media.homecentre.com/i/homecentre/165636126-165636126-HC25072023_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Recliners/HOME-CENTRE-Davis-5-Seater-Fabric-Right-Corner-Sofa-Bed-with-Electric-Recliner/p/165636126,homecentre,Davis 5-Seater Fabric Right Corner Sofa Bed with Electric Recliner,165636126,Beige,"{'Leg Material': 'ABS Plastic', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}","This five-seater electric recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.  This is a Right Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ right side. Dimensions This five-seater electric recliner comes with a pull-out sofa bed mechanism. It has a cup holder and USB charging that makes it a convenient and luxurious pick for your home, ideal for long movie nights and conversations. The unit also comes with storage space that lets you organise your bedding collection and more. Further, the adjustable headrest lets you customise the level of your comfort. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.  This is a Right Corner Sofa. When facing the sofa, standing across it, the chaise comes on ‘your’ right side. Dimensions","{'Product Features': 'USB Charging Ports', 'Seating Capacity': '5-seater', 'Print': 'Plain', 'Recliner Type': 'Electric', 'Chaise Position': 'Right', 'Arm Style': 'Padded Arms', 'Back Style': 'Fixed Back', 'Includes Scatter Cushions': 'No', 'No. of Reclining Seats': '1', 'Type': 'Corner Sofa Beds', 'Style': 'Homestead', 'Power Source Required': 'Yes', 'Rocking': 'No'}",6974.0,9299.0,Home > Furniture > Sofa & Seating > Recliners,True,https://media.homecentre.com/i/homecentre/165636126-165636126-HC25072023_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
https://www.homecentre.com/ae/en/Furniture/Sofa-%26-Seating/Sofas-%26-Sofa-Sets/HOME-CENTRE-Colorado-3-Seater-Fabric-Sofa/p/165214548,homecentre,Colorado 3-Seater Fabric Sofa,165214548,Beige,"{'Leg Material': 'Wooden', 'Upholstery Material': 'Fabric', 'Seat Filling': 'Polyurethane Foam, Polyester Fiber and Non Woven Bag', 'Back Cushion Filling': 'Polyester Fiber and Non Woven Bag', 'Frame Material': 'Solid Wood'}"," Enliven the appeal of your living space by grabbing this sofa in fabric that is designed in an impressive tone. The seat of this sofa is tailored with foam and fibre to offer you with utmost comfort. The straight-arm style adds to the exquisite look of this sofa. Further, the solid wood frame adds durability. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes. Enliven the appeal of your living space by grabbing this sofa in fabric that is designed in an impressive tone. The seat of this sofa is tailored with foam and fibre to offer you with utmost comfort. The straight-arm style adds to the exquisite look of this sofa. Further, the solid wood frame adds durability. Product Colour may vary slightly due to photographic lighting or your screen settings. The product images have props used for illustrative purposes.","{'Seating Capacity': '3-seater', 'Print': 'Plain', 'Arm Style': 'Straight Arms', 'Back Style': 'Fixed Back', 'Back Cushion': 'Removable Reversible', 'Seat Cushion': 'Fixed', 'Includes Scatter Cushions': 'Yes', 'No. of Scatter Cushions': '5', 'Type': 'Sofas', 'Style': 'Homestead'}",1724.0,2299.0,Home > Furniture > Sofa & Seating > Sofas & Sofa Sets,True,https://media.homecentre.com/i/homecentre/165214548-165214548-HC17012023_01-2100.jpg?fmt=auto&$quality-standard$&sm=c&$prodimg-m-sqr-pdp-2x$
